10 3.0921
11 3.1488
12 3.1988
13 3.2391
14 3.2751
15 3.3154
16 3.3608
17 3.4007
18 3.4353
19 3.4766
20 3.5282
21 3.5776
22 3.6035
23 3.6219
24 3.6349
25 3.6660
